5,0
5,9
5,16
6,2
7,0
7,1
7,5
8,0
8,4
8,5
8,6
8,8
8,9
10,0
10,3
10,4
10,5
10,6
10,7
10,8
10,9
11,0
11,1
12,0
12,1
12,2
12,3
13,0
13,2
17,1
17,2
18,1
18,2
19,3
19,5
21,0
21,2
22,3
22,4
22,5
22,6
22,7
22,8
22,9
22,10
22,12
23,1
23,11
23,17
23,20
23,21
23,22
27,6
27,9
27,15
27,23
29,2
29,3
32,0
32,4
32,5
37,0
37,1
40,0
40,1
42,0
42,1
42,2
43,0
43,1
43,2
44,3
44,4
44,7
45,1
45,3
46,3
49,2
51,0
52,0
52,1
52,2
53,0
54,1
54,2
55,0
56,0
56,1
57,0
57,1
57,2
57,3
62,0
62,1
64,0
67,1
69,0
69,1
69,2
69,3
69,4
70,0
70,1
72,0
74,0
74,1
75,6
75,7
75,8
75,16
75,17
75,18
75,19
75,20
77,0
77,1
78,0
83,0
83,1
83,2
86,0
86,1
93,0
93,1
93,2
93,3
94,0
95,1
96,0
96,4
101,1
104,0
104,1
104,2
104,3
105,0
105,1
106,3
107,0
107,1
107,2
107,3
107,4
108,0
108,1
109,0
110,0
112,1
112,2
112,3
118,0
118,5
118,9
118,11
119,0
119,1
119,2
119,13
121,0
121,1
121,2
124,1
129,0
129,1
129,2
129,6
129,11
131,0
131,1
131,2
133,0
133,2
135,1
135,2
135,3
135,4
135,9
136,21
136,23
136,24
136,25
136,26
136,27
136,28
136,29
136,30
136,31
136,32
136,33
140,0
141,0
143,0
143,1
146,1
146,2
147,0
148,0
148,3
148,4
148,5
148,10
148,13
148,14
148,15
149,1
149,2
151,0
152,0
153,0
154,0
154,1
155,0
155,1
160,0
160,5
160,6
160,7
161,0
164,0
164,3
167,9
169,2
169,3
169,4
169,8
169,9
169,10
169,14
170,0
170,1
173,0
173,2
173,3
174,1
174,2
174,4
175,0
177,0
177,1
177,2
177,7
177,8
178,0
178,1
178,2
178,3
179,1
179,4
180,12
180,13
180,16
180,17
180,18
180,19
180,20
181,0
182,0
182,1
183,1
183,2
183,3
183,5
183,6
184,1
184,8
184,10
186,0
186,2
186,3
187,0
187,1
193,0
197,0
197,1
199,0
199,1
200,1
200,4
200,7
200,8
200,9
200,10
200,11
201,1
201,2
201,3
201,5
201,6
201,8
202,0
202,4
203,2
203,3
204,3
204,4
205,0
207,0
208,2
211,0
212,0
213,0
214,8
214,17
216,1
220,0
221,2
221,3
223,0
223,2
223,3
224,0
224,1
224,2
224,3
224,4
226,4
232,0
232,1
232,2
